Date,Open,High,Low,Close,Volume
2021-07-04,16279.1,17079.3,15999.5,16643.1,65402081280
2021-07-03,15869.4,16491.3,15607.1,16281.5,66407022592
2021-07-02,15716,16009.9,15133.9,15880.1,59713228800
2021-07-01,16641.3,16686.2,15400.6,15741.9,81279893504
2021-06-30,16837.8,17198.9,15805.2,16876.6,85375795200
2021-06-29,16103.7,17445.8,16011.7,16794.5,88887107584
2021-06-28,15837.3,16506.8,15486.4,16080.4,83631489024
2021-06-27,14900.2,15858.1,14635.6,15817.7,71954219008
2021-06-26,14674.6,15168.4,13953.7,14868.9,84582768640
2021-06-25,16140.2,16575.7,14484.3,14703.6,90117791744
2021-06-24,15501.8,16534.3,14815,16137.1,78101135360
2021-06-23,14310.5,16651.6,13837,15476.7,89288728576
2021-06-22,14411.8,15487.5,12641.2,14294.5,151782801408
2021-06-21,17799.5,17890.4,14248.1,14434.2,125842784256
2021-06-20,17620.7,18081.2,16395.2,17826.5,92845326336
2021-06-19,18026.3,18387,17494.1,17670.2,63512293376
2021-06-18,19131.4,19245.3,17465.1,17995.6,83162767360
2021-06-17,19053.9,19806.5,18682,19113.5,77230489600
2021-06-16,19986.5,20208.7,18836.1,19046.5,88063885312
2021-06-15,20303,20758.9,19702.5,20390,85833080832
2021-06-14,19646.9,20593.3,19600.1,20303.9,101857419264
2021-06-13,18358.2,19880.1,17845.5,19668.2,94700068864
2021-06-12,18642.6,18965.9,17541.8,18351.7,78957477888
2021-06-11,19330.5,19711.7,18257.4,18637.4,92289597440
2021-06-10,20261.9,20571.5,18932,19324.1,98124980224
2021-06-09,18954.4,20413,18080.2,20240.7,118079193088
2021-06-08,19071.5,19521.3,17209.1,19010.4,125263544320
2021-06-07,20660.4,21454.1,18944.1,19038.3,116058128384
2021-06-06,20333.3,21001.7,20133.6,20667.7,78420631552
2021-06-05,20900.2,21943.2,19767,20338.5,99054231552
2021-06-04,22475.9,22643.8,19847.1,20898.8,104320221184
2021-06-03,21344.4,23018.2,20905.8,22449.5,117326086144
2021-06-02,20379.3,21979.9,19890.5,21330.9,108940967936
2021-06-01,20571.8,21224.3,19468.8,20374.6,99964780544
2021-05-31,19114.1,21043.4,18293.3,20967.6,107841019904
2021-05-30,18265.9,19807,17432.1,19128.7,89932161024
2021-05-29,19265.3,20237.8,17487.5,18265,125928972288
2021-05-28,21247.8,21661.1,18483.7,19277.5,145404051456
2021-05-27,22122.7,22549.1,20279.3,21177.8,118711140352
2021-05-26,20514.4,22704.1,20142.7,22122,141789904896
2021-05-25,20671.9,21666.6,18735.8,20507.1,168762966016
2021-05-24,16889.1,21007,16576.6,20630.3,193358315520
2021-05-23,19073.6,19830.4,14051.5,16963.8,231640891392
2021-05-22,20214.8,20718.1,17929.2,19061.4,134713647104
2021-05-21,23099.1,24318.2,17619.7,20180.8,218436141056
2021-05-20,20018.4,24778.6,18040.4,23193.7,209248534528
2021-05-19,28610.5,29806.7,15661.4,20193.8,378085343232
2021-05-18,27902.2,30297.6,27404.7,28581.7,201981001728
2021-05-17,30023.7,30417.6,26381.5,27950.4,186465927168
2021-05-16,29926,32544.1,27895.6,30062.6,230498500608
2021-05-15,31837.8,33106.6,29293.1,29930.1,195216539648
2021-05-14,30082.9,32857.6,29475.8,31842.2,180234747904
2021-05-13,28975.4,31762.4,26925.6,30085,256892223488
2021-05-12,33358.8,34786.9,28564.6,28576.2,287248482304
2021-05-11,31183.4,33662,30228.4,33336.6,211431325696
2021-05-10,33472.1,34993,29260.3,31196.7,242884001792
2021-05-09,33402.4,34645.2,31071.6,33483.9,222234361856
2021-05-08,32802.2,34658.8,31812.8,33384.3,214180364288
2021-05-07,32615.3,34876.5,30898.4,32819.8,203245371392
2021-05-06,32570.4,34293.7,30795.4,32591.8,258347663360
2021-05-05,28858.6,33068.6,28555.6,32580.5,243133677568
2021-05-04,30497.4,31634.2,27785.1,28941.1,257464008704
2021-05-03,29056.6,31342.3,28830.6,30500.8,181563555840
2021-05-02,29535.6,29962.2,28288,29073.9,112972726272
2021-05-01,28828.9,29968.3,28263.9,29539.3,118565175296
2021-04-30,27671.7,29667.4,27255.8,29379.7,137865953280
2021-04-29,27978.4,28614.7,26715.9,27671.2,130463965184
2021-04-28,27596.8,29009.2,26220.6,27981.9,130874728448
2021-04-27,26646.9,28206.2,26125.6,27588.7,136546107392
2021-04-26,23876,27010.4,23597,26623.3,143879225344
2021-04-25,23765.2,25237.7,22320.7,23830.1,160803094528
2021-04-24,24864.9,25553.5,22857.4,23755.4,102689628160
2021-04-23,25005.1,25692.2,20821.5,24823.4,185002082304
2021-04-22,26484.3,28288.3,24184.4,25027.5,264248098816
2021-04-21,27665.7,28786.1,25992.8,26552.7,180311867392
2021-04-20,27140.5,28970.6,24448.2,27673.4,201017671680
2021-04-19,27504.8,29619.2,25570.5,27187.7,220569534464
2021-04-18,29084.1,30117.7,23551.6,27490.5,228187947008
2021-04-17,30191.6,32064.1,28246.6,29067.1,269923581952
2021-04-16,28927.4,32515.4,26563.8,30244.1,276306690048
2021-04-15,27917.8,29696.5,27144.7,28970.4,215223762944
2021-04-14,27115.9,29211.4,25842.7,27937.9,221093707776
2021-04-13,25318.4,27849.5,24721.4,27101.6,226083274752
2021-04-12,25069.9,26281,24208.2,25332.7,149605859328
2021-04-11,24573.8,25796.2,23997.8,25081.4,133674369024
2021-04-10,23349.7,25316.6,23004,24569.7,142691418112
2021-04-09,23359.3,24040.4,22766.7,23353.5,127498928128
2021-04-08,21984.9,23527.2,21776.7,23357.8,119496908800
2021-04-07,23720.8,24257.9,21257.1,21959.2,194425421824
2021-04-06,23285.6,24585.4,22241.3,23717.7,209757634560
2021-04-05,22408,24106.3,21715.7,23269.7,178153996288
2021-04-04,21250.8,22666.3,21026.7,22411.5,145447354368
2021-04-03,22016.9,22928.1,20983.9,21251.8,157985587200
2021-04-02,21260.3,22537.4,20908,22014.3,143434498048
2021-04-01,20861,21929.8,20541.3,21267.5,163455877120
2021-03-31,20641.7,21727.8,19874.1,21192.3,163118579712
2021-03-30,20203.6,20963.6,19913.6,20640.5,115251658752
2021-03-29,19484.8,20529.2,19270.4,20202.8,113855520768
2021-03-28,19387.2,19912,18982.8,19487.7,93248905216
2021-03-27,19390.7,19883,18797.2,19390,96585891840
2021-03-26,18031.4,19597.2,17889.6,19393.6,114488287232
2021-03-25,18045.2,18628.2,17293.9,18026,123045584896
2021-03-24,19046.9,20113,17652.4,18067.6,162882011136
2021-03-23,18849.4,19876.5,18415.4,19050.8,114264227840
2021-03-22,19566,20260.8,18589.2,18858.8,134718332928
2021-03-21,19660.6,20088.5,18985,19562.1,98037366784
2021-03-20,19688.8,20587.8,19388.6,19658.2,120154841088
2021-03-19,19285.8,20169.6,18851.6,19687.2,102894567424
2021-03-18,19630.6,20268.8,18517.8,19291.6,123011866624
2021-03-17,18790.5,19818.5,18199.7,19631,130522849280
2021-03-16,18233.6,19076,17469.9,18784.3,118087000064
2021-03-15,18917.2,19473.9,17814.2,18245.1,165001969664
2021-03-14,19565.9,19836.1,18782.8,18933,104530706432
2021-03-13,18491,19934.4,17953,19571.2,128639590400
2021-03-12,19008.3,19318.2,17818.8,18489.4,118598303744
2021-03-11,18680.4,19426.5,18068.7,19000.9,115916767232
2021-03-10,18988.9,19485.8,18002.5,18698.9,115513147392
2021-03-09,18092.5,19139.6,17867.4,18991.7,116573929472
2021-03-08,17620.6,18258.9,17044.5,18088,119930052608
2021-03-07,16937.4,17775,16820.3,17623.6,106921672704
2021-03-06,16738.6,17169.6,16223.4,16936,93289119744
2021-03-05,16824.9,17085.6,15847.3,16750,96224272384
2021-03-04,17337.9,17954.9,16296.4,16833,123576279040
2021-03-03,16678.5,18081.5,16576.5,17345.6,129860771840
2021-03-02,16933.8,17523.1,16073,16679.1,119130775552
2021-03-01,15558,17069.2,15443.2,16937.7,127810879488
2021-02-28,16119.3,16353.5,14564.5,15546,124301213696
2021-02-27,16065.9,17247.9,15854.5,16399.3,129387896832
2021-02-26,16070.3,16903.8,14968.2,16023.5,140801196032
2021-02-25,17077.4,17926,15929.3,16031.3,154603077632
2021-02-24,16534.8,18075.4,15771.3,17079.6,139318837248
2021-02-23,18930.2,19109.8,14294.7,16526.4,246189228032
2021-02-22,19906.8,20521.8,16175.6,18935.2,239074721792
2021-02-21,19195.8,20452.4,18848.2,19903.5,145777885184
2021-02-20,19743.4,21024.9,17977.4,19222.1,171673894912
2021-02-19,17705,20044.9,17244.8,19741.7,170419208192
2021-02-18,17325,18173.4,16974.8,17702.2,140562038784
2021-02-17,16327.9,17612.8,15859.4,17326.7,192169066496
2021-02-16,16156.3,16989.1,15639.7,16327.1,198674382848
2021-02-15,16443.7,17071.9,14727.9,16160.4,197174673408
2021-02-14,16634,17289.3,15863.7,16457.4,217025839104
2021-02-13,16201.2,17187.2,15463.7,16630,221389209600
2021-02-12,15427.8,16597.8,14979.7,16205.7,198740901888
2021-02-11,14687.9,15786.5,14315,15439.7,208844587008
2021-02-10,14346.6,15524.3,13647.6,14695.9,213068382208
2021-02-09,13591.5,14779.7,13312.6,14350.3,216819220480
2021-02-08,12237.4,13773.3,11969.3,13594.6,250581876736
2021-02-07,12328.3,12694.5,11547.8,12241.4,162038464512
2021-02-06,12240.3,12891.8,11823.1,12328.2,161399275520
2021-02-05,11404.2,12419.9,11336,12244,176891527168
2021-02-04,11606.2,11993.1,11045.2,11404.5,168180776960
2021-02-03,10950.4,11694.9,10879.4,11605.4,160116785152
2021-02-02,10489.8,11201,10312.8,10952.4,160752697344
2021-02-01,10219.3,11165.3,9829.57,10489.3,168929181696
2021-01-31,10476.5,10711,9877.11,10218.2,157521248256
2021-01-30,10405.7,10992.7,10043.1,10704.3,149896675328
2021-01-29,10270,11121.6,9761.14,10304.4,219082358784
2021-01-28,9357.96,9873.25,9199.76,9749.54,158049370112
2021-01-27,10043.3,10105.9,9059.01,9360.43,150915694592
2021-01-26,9941.11,10214,9499.38,10042.5,133381513216
2021-01-25,10148.1,10702,9824.81,9944.53,142480326656
2021-01-24,9852.26,10363.6,9614.91,10150.9,139944165376
2021-01-23,9803.06,10175.3,9500.5,9852.02,117652635648
2021-01-22,9100.88,10081.2,8537.36,9810.43,135121944576
2021-01-21,10594.4,10628,8930.28,9107.73,207316172800
2021-01-20,10566.7,10821.4,9766.11,10592.1,156851437568
2021-01-19,10557,11191.4,10327.9,10574.6,149426176000
2021-01-18,10319.2,10799.3,9999.87,10554.7,138523262976
2021-01-17,10267.6,10654,9762.35,10316.9,124928245760
2021-01-16,9954.6,10795.6,9743.64,10271,147664044032
2021-01-15,10318.9,10644.6,9269.03,9957,158926749696
2021-01-14,9866.25,10565.9,9606.05,10315,149178105856
2021-01-13,9013.98,9955.7,8707.13,9867.27,137833922560
2021-01-12,9254.56,9761.47,8691.28,9014.23,167235371008
2021-01-11,10388.9,10400.1,8014.07,9264.21,240517758976
2021-01-10,10675,11306.2,9663.5,10392.1,236759662592
2021-01-09,10174.2,10977.5,9793.53,10674.3,174116913152
2021-01-08,10154,10609,9259.69,10176.8,175098265600
2021-01-07,9950.18,10822.1,9525.84,10152.1,208449683456
2021-01-06,8948.75,10149.3,8775.89,9944.13,195024371712
2021-01-05,8528.79,9172.25,8098.12,8943.83,170735616000
2021-01-04,8491.54,9183.17,7742.69,8525.82,186850410496
2021-01-03,7867.11,8811.17,7742.43,8481,216282169344
2021-01-02,7520.89,8155.09,7326.27,7866.09,145716330496
2021-01-01,7496.2,7822.76,7306.23,7519.95,86427131904
2020-12-31,7414.64,7651.03,7177.9,7496.94,90546823168
2020-12-30,7500.91,7778.5,7296.25,7605.17,93138706432
2020-12-29,7493.98,7674.15,7021.19,7501.8,112939212800
2020-12-28,7142.28,7653.98,6857.01,7161.1,116858830848
2020-12-27,7142.28,7653.98,6857.01,7161.1,144418390016
2020-12-26,6926.87,7326.55,6769.93,7141.45,117453004800
2020-12-25,6751.77,7095.58,6583.82,6924.75,109565984768
2020-12-24,6315.6,6812.93,6140.92,6752.63,94268981248
2020-12-23,7010.9,7111,6027.06,6312.55,131434512384
2020-12-22,6846.42,7112.83,6559.61,7011.91,110149926912
2020-12-21,7183.42,7390.02,6684.56,6850.82,121727983616
2020-12-20,7299.55,7477.97,7010.14,7182.61,96743636992
2020-12-19,7179.31,7460.94,7078.4,7301.34,92405415936
2020-12-18,7066.67,7300.8,6907.25,7180.61,89248358400
2020-12-17,6890.84,7462.02,6769.08,7066.11,141476315136
2020-12-16,6347.47,6917.52,6232.99,6890.97,124594569216
2020-12-15,6337.37,6472.71,6224.4,6347.39,58561941504
2020-12-14,6342.32,6413.72,6209.03,6337.37,57401946112
2020-12-13,6168.79,6451.62,6109.86,6341.17,56906858496
2020-12-12,5955.91,6253.92,5904.42,6167.74,54895423488
2020-12-11,6075.89,6109.48,5809.39,5958.21,59391623168
2020-12-10,6224.09,6257.32,5981.34,6076.35,66153668608
2020-12-09,6103.33,6297.13,5830.64,6224.07,72680153088
2020-12-08,6470.18,6522.65,6039.89,6104.35,83302301696
2020-12-07,6547.08,6611.22,6362.17,6470.3,62124249088
2020-12-06,6509.24,6621.25,6349.54,6547.6,63321665536
2020-12-05,6266.91,6553.2,6196.92,6509.51,65538633728
2020-12-04,6660.22,6771.38,6202.01,6267.95,88323350528
2020-12-03,6567.19,6741.46,6452.46,6659.6,77267075072
2020-12-02,6394.19,6630.88,6268.5,6565.64,88428789760
2020-12-01,6748.96,6899.9,6220.79,6394.38,131787448320
2020-11-30,6327.62,6807.17,6270.84,6746.8,
2020-11-29,6270.79,6498.38,6133.79,6407.27,93808754688
2020-11-28,5997.99,6427.53,5889.04,6283.22,94194884608
2020-11-27,5926.4,6178.1,5680.5,5996.27,89496403968
2020-11-26,6633.68,6748.78,5476.46,5923.25,137131622400
2020-11-25,6955.69,7216.84,6455.28,6635.74,142027079680
2020-11-24,6554.73,7265.55,6412.09,6956.1,152025300992
2020-11-23,6037.28,6630.64,5943.23,6554.24,149165752320
2020-11-22,6182.98,6356.16,5722.45,6037.29,120737390592
2020-11-21,5704.23,6262.32,5628.08,6182.98,120455380992
2020-11-20,5438.28,5781.68,5409.2,5704.23,92918652928
2020-11-19,5424.29,5558.9,5261.9,5438.29,80131039232
2020-11-18,5458.89,5614.45,5240.69,5424.32,81264926720
2020-11-17,5240.63,5512.58,5195.41,5458.99,99615956992
2020-11-16,4992.84,5243.77,4954.37,5189.27,68884570112
2020-11-15,5077.32,5120.68,4918.81,4992.83,57616969728
2020-11-14,5162.03,5194.64,4979.79,5077.32,54736637952
2020-11-13,5047.12,5202.96,4988.4,5161.99,65138900992
2020-11-12,5012.12,5129.06,4909.61,5047.12,68724473856
2020-11-11,4960.6,5128.98,4929.11,5012.14,62970806272
2020-11-10,4925.78,5049.01,4857.62,4960.63,61226004480
2020-11-09,5001.6,5076.71,4794.31,4925.71,69423767552
2020-11-08,4808.32,5066.17,4765.91,5001.56,57852190720
2020-11-07,5023.11,5197.38,4692.67,4808.21,75125342208
2020-11-06,4780.21,5087.27,4730.05,5023.07,77189431296
2020-11-05,4526.36,4835.45,4476.92,4780.26,75895439360
2020-11-04,4505,4588.37,4349.17,4526.32,72526069760
2020-11-03,4503.73,4579.11,4327.22,4504.53,60872253440
2020-11-02,4611.82,4682.24,4552.31,4643,66113806336
2020-11-01,4611.82,4682.24,4552.31,4643,56207802368
2020-10-31,4566.57,4699.58,4523.88,4612.08,53097816064
2020-10-30,4651.92,4725.26,4474.09,4614.52,60466040832
2020-10-29,4692.52,4771.6,4542.17,4648.99,69786927104
2020-10-28,4858.41,4928.83,4594.55,4692.52,66863722496
2020-10-27,4720.39,4895.24,4685.93,4816.23,73026871296
2020-10-26,4823.79,4917.16,4649.91,4763.98,68632956928
2020-10-25,4884.78,4954.48,4769.55,4823.79,52240146432
2020-10-24,4809.45,4923.5,4773.72,4884.78,60995915776
2020-10-23,4824.87,4893.01,4703.76,4809.44,61274566656
2020-10-22,4689.67,4917.43,4665.93,4821.59,78609801216
2020-10-21,4445.43,4810.65,4426.33,4694.96,81091731456
2020-10-20,4550.35,4614.14,4397.92,4445.95,75795382272
2020-10-19,4538.15,4633.28,4445.54,4552.19,54694002688
2020-10-18,4475.04,4564.68,4447.99,4533.84,46387752960
2020-10-17,4455.57,4517.02,4407.67,4475.61,48087699456
2020-10-16,4597.89,4639.95,4393.06,4453.27,54018985984
2020-10-15,4607.7,4660.8,4517.1,4594.76,66026270720
2020-10-14,4659.33,4723.99,4511.05,4610.68,60596363264
2020-10-13,4695.04,4748.73,4584.21,4655.13,53559439360
2020-10-12,4627.93,4784.14,4542.4,4698.15,68960452608
2020-10-11,4558.51,4684.56,4527.32,4629.29,53258756096
2020-10-10,4497.27,4677.99,4484.84,4559.3,52976308224
2020-10-09,4391.55,4545.75,4348.81,4504.17,65421246464
2020-10-08,4304.64,4425.08,4197.76,4391.01,69270118400
2020-10-07,4265.32,4333.73,4184.52,4303.97,85331632128
2020-10-06,4413.1,4477.79,4217.74,4265.47,86859153408
2020-10-05,4388.73,4460.06,4335.65,4414.23,76513509376
2020-10-04,4317.61,4423.53,4266.17,4388.5,84891525120
2020-10-03,4311.35,4385.99,4269.72,4317.37,84957511680
2020-10-02,4407.91,4447.7,4187.63,4311,91726716928
2020-10-01,4482.26,4602.28,4325.71,4407.87,58401103872
2020-09-30,4492.8,4543.39,4381.23,4482.03,45922295808
2020-09-29,4411.3,4512.15,4349.71,4478.04,44257964032
2020-09-28,4443.2,4567.19,4383.45,4412.88,48293658624
2020-09-27,4414.08,4514.62,4323.32,4443.38,43126530048
2020-09-26,4370.11,4481.98,4316.45,4414.92,44660195328
2020-09-25,4300.66,4433.18,4209.61,4367.6,48552009728
2020-09-24,4036.22,4326.15,4008.35,4300.34,50669998080
2020-09-23,4232.6,4287.43,4000.11,4036.38,49251139584
2020-09-22,4160.82,4270.95,4103.89,4231.6,47334719488
2020-09-21,4470.79,4523.6,4097.63,4162.45,67644006400
2020-09-20,4602.33,4635.38,4375.32,4469.51,54708760576
2020-09-19,4572.49,4666.9,4510.14,4601.47,49910784000
2020-09-18,4602.58,4692.34,4478.4,4574.77,56902889472
2020-09-17,4518.22,4688.18,4441.49,4601.88,63741030400
2020-09-16,4503.07,4626.61,4387.42,4517.95,76600819712
2020-09-15,4606.51,4710.44,4452.88,4502.6,77563994112
2020-09-14,4512.67,4719.76,4422.04,4607.12,82191523840
2020-09-13,4638.89,4732.46,4408.04,4512.68,164961402880
2020-09-12,4571.74,4698.17,4482.39,4637.43,113865400320
2020-09-11,4517.01,4616.01,4356.93,4570.96,189152231424
2020-09-10,4440.26,4630.78,4415.08,4516.03,197796511744
2020-09-09,4360.59,4520.75,4272.67,4439.28,70278193152
2020-09-08,4449.29,4529.94,4222.48,4359.49,71167311872
2020-09-07,4418.15,4515.32,4151.81,4447.86,73391472640
2020-09-06,4251.81,4500.15,4112.41,4417.73,82390220800
2020-09-05,4590.18,4679.81,4081.7,4252.07,109943275520
2020-09-04,4464.66,4761.14,4325.92,4589.95,72027996160
2020-09-03,5132.25,5246.98,4369.16,4469.22,80297295872
2020-09-02,5462.21,5523.33,4976.89,5130.65,68443795456
2020-09-01,5230.21,5568.24,5168.02,5462.37,64009338880
2020-08-31,5239.9,5350.88,5132.74,5232.72,58677174272
2020-08-30,5105.55,5317.91,5064.37,5238.74,46670876672
2020-08-29,5001.7,5188.84,4950.54,5115.39,43805052928
2020-08-28,4851.24,5045.93,4815.17,5001.52,40157585408
2020-08-27,4986.72,5050.48,4744.98,4850.84,49284276224
2020-08-26,4941.87,5072.9,4862.4,4989.32,44871880704
2020-08-25,5198.23,5240.22,4818.48,4943.93,55739801600
2020-08-24,5121.53,5285.6,5046.55,5198.57,44028559360
2020-08-23,5111.31,5208.52,4966.58,5120.75,41935929344
2020-08-22,4956.91,5134.51,4855.06,5114.91,40953909248
2020-08-21,5230.56,5376.89,4920.83,4958.46,56707112960
2020-08-20,5086.49,5271.8,5042.46,5231.61,47307214848
2020-08-19,5283.95,5361.07,4974.18,5085.43,51954040832
2020-08-18,5419.1,5533.83,5210.29,5284.92,62498893824
2020-08-17,5384.64,5603.48,5241.1,5420.43,66179989504
2020-08-16,5300.49,5447.09,5185.85,5383.93,52194279424
2020-08-15,5203.44,5403.74,5139.93,5299.53,54436642816
2020-08-14,5197.02,5369.73,5095.38,5204.06,55322877952
2020-08-13,5049.38,5286.07,4843.71,5197.81,67835932672
2020-08-12,4855.8,5130.81,4696.5,5048.36,54890057728
2020-08-11,5093.73,5161.19,4710.02,4855.46,59771121664
2020-08-10,4989.93,5184.88,4937.83,5091.74,55651942400
2020-08-09,4961.84,5101.28,4844.32,4989.48,57856872448
2020-08-08,4814.7,5019.85,4770.06,4957.58,42898817024
2020-08-07,4919.38,5013.84,4669,4812.94,56068448256
2020-08-06,4883.03,5011.17,4802.2,4919.04,51149611008
